"","year","discipline","total.awarded.Female","total.awarded.Male","total.awarded.Unknown Gender","female.ratio"
"1712",1983,"Mechanical Engineering",1662,17496,NA,0.0867522705919198
"1713",1983,"Materials Engineering",421,1930,NA,0.17907273500638
"1714",1983,"Industrial Engineering",1221,4168,NA,0.226572647986639
"1715",1983,"Other Engineering",2210,15853,NA,0.122349554337596
"1716",1983,"Astronomy",44,203,NA,0.178137651821862
"1717",1983,"Chemistry",4554,10053,NA,0.311768330252619
"1718",1983,"Physics",721,5413,NA,0.117541571568308
"1719",1983,"Other Physical Sciences",868,1819,NA,0.323036844064012
"1720",1983,"Atmospheric Sciences",106,679,NA,0.135031847133758
"1721",1983,"Earth Sciences",2261,6633,NA,0.254216325612773
"1722",1983,"Oceanography",74,261,NA,0.22089552238806
"1723",1983,"Mathematics and Statistics",6955,10060,NA,0.408756979136056
"1724",1983,"Computer Science",16906,25934,NA,0.394631185807656
"1725",1983,"Agricultural Sciences",7644,14513,NA,0.344992553143476
"1726",1983,"Biological Sciences",23071,27998,NA,0.451761342497405
"1727",1983,"Medical Sciences",11512,25997,NA,0.306913007544856
"1728",1983,"Other Life Sciences",93665,12535,NA,0.881967984934087
"1729",1983,"Psychology",34914,18453,NA,0.654224520771263
"1730",1983,"Economics",8034,17947,NA,0.309225972826296
"1731",1983,"Political Science and Public Administration",17987,25782,NA,0.410952957572711
"1732",1983,"Sociology",11045,5275,NA,0.676776960784314
"1733",1983,"Anthropology",2514,1614,NA,0.609011627906977
"1734",1983,"Linguistics",798,435,NA,0.647201946472019
"1735",1983,"Area and Ethnic Studies",2406,1636,NA,0.595249876298862
"1736",1983,"Other Social Sciences",8220,9051,NA,0.475942331075213
"1737",1983,"Science Technologies",603,1120,NA,0.349970980847359
"1738",1983,"Engineering Technologies",9828,80770,NA,0.10847921587673
"1739",1983,"Health Technologies",59629,11801,NA,0.834789304213916
"1740",1983,"Other Science and Engineering Technologies",16,211,NA,0.0704845814977974
"1741",1983,"Interdisciplinary or Other Sciences",2937,5176,NA,0.362011586342906
"1742",1983,"History",7358,12015,NA,0.379806947813968
"1743",1983,"English and Literature",24746,12954,NA,0.656392572944297
"1744",1983,"Foreign Languages",9301,3973,NA,0.7006930842248
"1745",1983,"Other Humanities",1321,3166,NA,0.294406061956764
"1746",1983,"Religion and Theology",5021,15903,NA,0.239963678073026
"1747",1983,"Arts and Music",34928,22469,NA,0.608533547049497
"1748",1983,"Architecture and Environmental Design",5945,9061,NA,0.396174863387978
"1749",1983,"Science Education",668,519,NA,0.562763268744735
"1750",1983,"Mathematics Education",742,449,NA,0.623005877413938
"1751",1983,"Social Science Education",380,393,NA,0.491591203104787
"1752",1983,"Other Science/Technical Education",2893,5075,NA,0.363077309236948
"1753",1983,"Non-Science Education",145159,48477,NA,0.749648825631597
"1754",1983,"Business and Management",220213,242494,NA,0.475923208423473
"1755",1983,"Communication and Librarianship",28610,19011,NA,0.60078536779992
"1756",1983,"Law",14360,25867,NA,0.356974171576304
"1757",1983,"Social Service Professions",19022,4189,NA,0.819525225108785
"1758",1983,"Vocational Studies and Home Economics",35581,25239,NA,0.585021374547846
"1759",1983,"Other Non-sciences or Unknown Disciplines",106171,123669,NA,0.461934389140272
"1812",1984,"Aerospace Engineering",208,3015,NA,0.0645361464474093
"1813",1984,"Chemical Engineering",2333,9074,NA,0.204523538178312
"1814",1984,"Civil Engineering",1875,12542,NA,0.130054796420892
"1815",1984,"Electrical Engineering",2827,26112,NA,0.0976882407823353
"1816",1984,"Mechanical Engineering",2028,18485,NA,0.0988641349388193
"1817",1984,"Materials Engineering",479,1915,NA,0.200083542188805
"1818",1984,"Industrial Engineering",1368,4363,NA,0.238701797243064
"1819",1984,"Other Engineering",2430,15449,NA,0.135913641702556
"1820",1984,"Astronomy",35,197,NA,0.150862068965517
"1821",1984,"Chemistry",4750,9749,NA,0.327608800606938
"1822",1984,"Physics",839,5639,NA,0.129515282494597
"1823",1984,"Other Physical Sciences",758,1563,NA,0.326583369237398
"1824",1984,"Atmospheric Sciences",144,750,NA,0.161073825503356
"1825",1984,"Earth Sciences",2291,7042,NA,0.245473052609022
"1826",1984,"Oceanography",86,276,NA,0.237569060773481
"1827",1984,"Mathematics and Statistics",7376,10424,NA,0.41438202247191
"1828",1984,"Computer Science",21903,33206,NA,0.397448692591047
"1829",1984,"Agricultural Sciences",6674,13151,NA,0.336645649432535
"1830",1984,"Biological Sciences",22990,27018,NA,0.459726443768997
"1831",1984,"Medical Sciences",12158,25615,NA,0.321870118867974
"1832",1984,"Other Life Sciences",96757,12974,NA,0.881765408134438
"1833",1984,"Psychology",34755,17830,NA,0.660929922981839
"1834",1984,"Economics",8263,18046,NA,0.31407503135809
"1835",1984,"Political Science and Public Administration",17990,25525,NA,0.413420659542686
"1836",1984,"Sociology",10085,5178,NA,0.660748214636703
"1837",1984,"Anthropology",2401,1535,NA,0.610010162601626
"1838",1984,"Linguistics",851,462,NA,0.648134044173648
"1839",1984,"Area and Ethnic Studies",2211,1767,NA,0.555806938159879
"1840",1984,"Other Social Sciences",7647,7954,NA,0.49016088712262
"1841",1984,"Science Technologies",607,1071,NA,0.361740166865316
"1842",1984,"Engineering Technologies",9498,81495,NA,0.10438165573176
"1843",1984,"Health Technologies",62567,13054,NA,0.827375993440975
"1844",1984,"Other Science and Engineering Technologies",4,132,NA,0.0294117647058824
"1845",1984,"Interdisciplinary or Other Sciences",2869,5030,NA,0.363210532978858
"1846",1984,"History",7376,12062,NA,0.379462907706554
"1847",1984,"English and Literature",25506,13318,NA,0.656964764063466
"1848",1984,"Foreign Languages",9115,3966,NA,0.69681217032337
"1849",1984,"Other Humanities",1314,3160,NA,0.293696915511846
"1850",1984,"Religion and Theology",5308,16254,NA,0.246173824320564
"1851",1984,"Arts and Music",35029,22852,NA,0.605189958708384
"1852",1984,"Architecture and Environmental Design",5978,8474,NA,0.413645170218655
"1853",1984,"Science Education",669,589,NA,0.531796502384738
"1854",1984,"Mathematics Education",806,502,NA,0.616207951070336
"1855",1984,"Social Science Education",367,410,NA,0.472329472329472
"1856",1984,"Other Science/Technical Education",2739,5292,NA,0.34105341800523
"1857",1984,"Non-Science Education",135703,45119,NA,0.75047837099468
"1858",1984,"Business and Management",232757,241994,NA,0.490271742450253
"1859",1984,"Communication and Librarianship",29531,19468,NA,0.602685769097329
"1860",1984,"Law",14647,25625,NA,0.363701827572507
"1861",1984,"Social Service Professions",16845,3822,NA,0.815067498911308
"1862",1984,"Vocational Studies and Home Economics",35439,25566,NA,0.580919596754364
"1863",1984,"Other Non-sciences or Unknown Disciplines",101237,118751,NA,0.460193283269997
"1916",1985,"Aerospace Engineering",280,3309,NA,0.0780161604903873
"1917",1985,"Chemical Engineering",2422,8796,NA,0.215903013014798
"1918",1985,"Civil Engineering",1807,12012,NA,0.130761994355597
"1919",1985,"Electrical Engineering",3332,27831,NA,0.106921669929083
"1920",1985,"Mechanical Engineering",2061,18972,NA,0.0979888746255884
"1921",1985,"Materials Engineering",432,1863,NA,0.188235294117647
"1922",1985,"Industrial Engineering",1415,4248,NA,0.249867561363235
"1923",1985,"Other Engineering",2405,14786,NA,0.139898784247571
"1924",1985,"Astronomy",53,221,NA,0.193430656934307
"1925",1985,"Chemistry",4876,9511,NA,0.338917077917564
"1926",1985,"Physics",839,5816,NA,0.126070623591285
"1927",1985,"Other Physical Sciences",715,1786,NA,0.285885645741703
"1928",1985,"Atmospheric Sciences",114,607,NA,0.158113730929265
"1929",1985,"Earth Sciences",2281,6924,NA,0.247800108636611
"1930",1985,"Oceanography",91,254,NA,0.263768115942029
"1931",1985,"Mathematics and Statistics",8529,11280,NA,0.430561865818567
"1932",1985,"Computer Science",24502,38204,NA,0.390744107421937
"1933",1985,"Agricultural Sciences",6266,12497,NA,0.33395512444705
"1934",1985,"Biological Sciences",23228,26029,NA,0.471567492945165
"1935",1985,"Medical Sciences",13049,24683,NA,0.345833775045055
"1936",1985,"Other Life Sciences",96887,13087,NA,0.880999145252514
"1937",1985,"Psychology",34973,17702,NA,0.663939250118652
"1938",1985,"Economics",8448,18148,NA,0.317641750639194
"1939",1985,"Political Science and Public Administration",18503,25511,NA,0.420388967146817
"1940",1985,"Sociology",9451,4601,NA,0.672573299174495
"1941",1985,"Anthropology",2314,1535,NA,0.601195115614445
"1942",1985,"Linguistics",848,446,NA,0.655332302936631
"1943",1985,"Area and Ethnic Studies",2288,1674,NA,0.577486118122161
"1944",1985,"Other Social Sciences",7373,7704,NA,0.489023015188698
"1945",1985,"Science Technologies",539,860,NA,0.385275196568978
"1946",1985,"Engineering Technologies",9511,83931,NA,0.101785064532009
"1947",1985,"Health Technologies",62490,12942,NA,0.828428253261215
"1948",1985,"Interdisciplinary or Other Sciences",3255,5228,NA,0.383708593657904
"1949",1985,"History",7068,11640,NA,0.377806286080821
"1950",1985,"English and Literature",25748,13407,NA,0.657591623036649
"1951",1985,"Foreign Languages",9352,3998,NA,0.700524344569288
"1952",1985,"Other Humanities",1378,3087,NA,0.308622620380739
"1953",1985,"Religion and Theology",5336,16023,NA,0.249824429982677
"1954",1985,"Arts and Music",33867,22466,NA,0.601192906466902
"1955",1985,"Architecture and Environmental Design",6062,8589,NA,0.413760152890588
"1956",1985,"Science Education",793,626,NA,0.558844256518675
"1957",1985,"Mathematics Education",980,579,NA,0.628608082103913
"1958",1985,"Social Science Education",355,331,NA,0.517492711370262
"1959",1985,"Other Science/Technical Education",2554,4915,NA,0.341946713080734
"1960",1985,"Non-Science Education",131580,43467,NA,0.751683833484721
"1961",1985,"Business and Management",244334,237585,NA,0.507002214065019
"1962",1985,"Communication and Librarianship",30856,19918,NA,0.607712608815535
"1963",1985,"Law",15505,25220,NA,0.380724370779619
"1964",1985,"Social Service Professions",16555,3671,NA,0.81850093938495
"1965",1985,"Vocational Studies and Home Economics",35048,25958,NA,0.574500868767007
"1966",1985,"Other Non-sciences or Unknown Disciplines",102011,117299,NA,0.465145228215768
"1999",1985,"Other Science and Engineering Technologies",NA,86,NA,NA
"2019",1986,"Aerospace Engineering",301,3398,NA,0.0813733441470668
"2020",1986,"Chemical Engineering",1920,7695,NA,0.199687987519501
"2021",1986,"Civil Engineering",1692,11423,NA,0.129012581014106
"2022",1986,"Electrical Engineering",4137,31262,NA,0.116867708127348
"2023",1986,"Mechanical Engineering",1988,18479,NA,0.0971319685347144
"2024",1986,"Materials Engineering",508,1909,NA,0.210177906495656
"2025",1986,"Industrial Engineering",1583,4506,NA,0.259977007718837
"2026",1986,"Other Engineering",2353,13993,NA,0.143949590113789
"2027",1986,"Astronomy",41,274,NA,0.13015873015873
"2028",1986,"Chemistry",4803,9319,NA,0.340107633479677
"2029",1986,"Physics",939,5822,NA,0.138884780357935
"2030",1986,"Other Physical Sciences",774,1576,NA,0.32936170212766
"2031",1986,"Atmospheric Sciences",95,518,NA,0.154975530179445
"2032",1986,"Earth Sciences",1789,6011,NA,0.229358974358974
"2033",1986,"Oceanography",77,311,NA,0.198453608247423
"2034",1986,"Mathematics and Statistics",9196,11980,NA,0.434265205893464
"2035",1986,"Computer Science",24360,39933,NA,0.378890392422192
"2036",1986,"Agricultural Sciences",5805,11551,NA,0.334466466927864
"2037",1986,"Biological Sciences",23338,25765,NA,0.47528664236401
"2038",1986,"Medical Sciences",13264,24492,NA,0.351308401313699
"2039",1986,"Other Life Sciences",97893,13524,NA,0.878618164193974
"2040",1986,"Psychology",35960,17441,NA,0.673395629295332
"2041",1986,"Economics",8783,18598,NA,0.320769876921953
"2042",1986,"Political Science and Public Administration",19018,25906,NA,0.42333719170154
"2043",1986,"Sociology",9555,4728,NA,0.668977105650074
"2044",1986,"Anthropology",2330,1504,NA,0.607720396452791
"2045",1986,"Linguistics",847,438,NA,0.659143968871595
"2046",1986,"Area and Ethnic Studies",2358,1916,NA,0.551708001871783
"2047",1986,"Other Social Sciences",7270,7797,NA,0.482511448861751
"2048",1986,"Science Technologies",491,818,NA,0.375095492742552
"2049",1986,"Engineering Technologies",9349,79380,NA,0.105365776690823
"2050",1986,"Health Technologies",59866,13024,NA,0.821319796954315
"2051",1986,"Other Science and Engineering Technologies",12,50,NA,0.193548387096774
"2052",1986,"Interdisciplinary or Other Sciences",3390,6089,NA,0.357632661673172
"2053",1986,"History",7078,12041,NA,0.370207646843454
"2054",1986,"English and Literature",26826,14011,NA,0.656904277983202
"2055",1986,"Foreign Languages",9415,4158,NA,0.693656523981434
"2056",1986,"Other Humanities",1401,2968,NA,0.320668345159075
"2057",1986,"Religion and Theology",5400,15910,NA,0.253402158610981
"2058",1986,"Arts and Music",33016,21816,NA,0.6021301429822
"2059",1986,"Architecture and Environmental Design",6185,8330,NA,0.426110919738202
"2060",1986,"Science Education",990,735,NA,0.573913043478261
"2061",1986,"Mathematics Education",1131,706,NA,0.615677735438214
"2062",1986,"Social Science Education",313,397,NA,0.440845070422535
"2063",1986,"Other Science/Technical Education",2699,4626,NA,0.368464163822526
"2064",1986,"Non-Science Education",131251,42830,NA,0.753965108196759
"2065",1986,"Business and Management",250151,234147,NA,0.516522884670182
"2066",1986,"Communication and Librarianship",31478,20555,NA,0.604962235504391
"2067",1986,"Law",15262,24146,NA,0.387281770198944
"2068",1986,"Social Service Professions",16752,3818,NA,0.81438988818668
"2069",1986,"Vocational Studies and Home Economics",34091,25854,NA,0.568704645925432
"2070",1986,"Other Non-sciences or Unknown Disciplines",104058,117269,NA,0.47015501949604
"2123",1987,"Aerospace Engineering",315,3560,NA,0.0812903225806452
"2124",1987,"Chemical Engineering",1861,6195,NA,0.231007944389275
"2125",1987,"Civil Engineering",1713,10896,NA,0.135855341422793
"2126",1987,"Electrical Engineering",4484,31793,NA,0.123604487691926
"2127",1987,"Mechanical Engineering",2004,17838,NA,0.100997883277895
"2128",1987,"Materials Engineering",509,1811,NA,0.219396551724138
"2129",1987,"Industrial Engineering",1727,4535,NA,0.275790482274034
"2130",1987,"Other Engineering",2352,13549,NA,0.147915225457518
"2131",1987,"Astronomy",52,227,NA,0.186379928315412
"2132",1987,"Chemistry",4727,8983,NA,0.344784828592268
"2133",1987,"Physics",1051,5990,NA,0.149268569805425
"2134",1987,"Other Physical Sciences",727,1642,NA,0.306880540312368
"2135",1987,"Atmospheric Sciences",101,525,NA,0.161341853035144
"2136",1987,"Earth Sciences",1510,4791,NA,0.239644500872877
"2137",1987,"Oceanography",75,257,NA,0.225903614457831
"2138",1987,"Mathematics and Statistics",9384,11944,NA,0.439984996249062
"2139",1987,"Computer Science",22460,38613,NA,0.367756619127929
"2140",1987,"Agricultural Sciences",5135,10010,NA,0.339055793991416
"2141",1987,"Biological Sciences",23302,25459,NA,0.477881913824573
"2142",1987,"Medical Sciences",13496,22771,NA,0.372128932638487
"2143",1987,"Other Life Sciences",95985,12089,NA,0.888141458630198
"2144",1987,"Psychology",37734,18053,NA,0.67639414200441
"2145",1987,"Economics",8893,18932,NA,0.319604672057502
"2146",1987,"Political Science and Public Administration",20079,26160,NA,0.43424382015182
"2147",1987,"Sociology",9359,4681,NA,0.666595441595442
"2148",1987,"Anthropology",2466,1512,NA,0.619909502262443
"2149",1987,"Linguistics",792,421,NA,0.652926628194559
"2150",1987,"Area and Ethnic Studies",2789,1831,NA,0.603679653679654
"2151",1987,"Other Social Sciences",7473,8149,NA,0.478363845858405
"2152",1987,"Science Technologies",458,713,NA,0.391118701964133
"2153",1987,"Engineering Technologies",9731,79739,NA,0.108762713758802
"2154",1987,"Health Technologies",54431,12588,NA,0.812172667452513
"2155",1987,"Other Science and Engineering Technologies",2,100,NA,0.0196078431372549
"2156",1987,"Interdisciplinary or Other Sciences",3711,5200,NA,0.416451576702951
"2157",1987,"History",7517,12306,NA,0.379205972859809
"2158",1987,"English and Literature",27779,14347,NA,0.65942648245739
"2159",1987,"Foreign Languages",9473,4080,NA,0.698959639932118
"2160",1987,"Other Humanities",1401,2946,NA,0.322291235334714
"2161",1987,"Religion and Theology",5686,15772,NA,0.264982757013701
"2162",1987,"Arts and Music",34519,22184,NA,0.608768495494066
"2163",1987,"Architecture and Environmental Design",6444,8086,NA,0.443496214728149
"2164",1987,"Science Education",1106,778,NA,0.587048832271762
"2165",1987,"Mathematics Education",1323,732,NA,0.643795620437956
"2166",1987,"Social Science Education",385,410,NA,0.484276729559748
"2167",1987,"Other Science/Technical Education",2792,4506,NA,0.382570567278706
"2168",1987,"Non-Science Education",132110,42148,NA,0.758128751621159
"2169",1987,"Business and Management",254293,231811,NA,0.523124681138193
"2170",1987,"Communication and Librarianship",33455,21372,NA,0.610192058657231
"2171",1987,"Law",15783,23567,NA,0.401092757306226
"2172",1987,"Social Service Professions",17208,3757,NA,0.820796565704746
"2173",1987,"Vocational Studies and Home Economics",34795,27475,NA,0.558776296772121
"2174",1987,"Other Non-sciences or Unknown Disciplines",104961,115869,NA,0.47530226871349
"2227",1988,"Aerospace Engineering",370,3678,NA,0.091403162055336
"2228",1988,"Chemical Engineering",1417,5206,NA,0.213951381549147
"2229",1988,"Civil Engineering",1638,10271,NA,0.137543034679654
"2230",1988,"Electrical Engineering",4537,31315,NA,0.126548030793261
"2231",1988,"Mechanical Engineering",2101,17526,NA,0.107046415651908
"2232",1988,"Materials Engineering",508,1875,NA,0.213176668065464
"2233",1988,"Industrial Engineering",1596,4667,NA,0.254829953696312
"2234",1988,"Other Engineering",2267,12486,NA,0.153663661628143
"2235",1988,"Astronomy",55,270,NA,0.169230769230769
"2236",1988,"Chemistry",4703,8286,NA,0.362075602432828
"2237",1988,"Physics",987,5956,NA,0.142157568774305
"2238",1988,"Other Physical Sciences",784,1347,NA,0.367902393242609
"2239",1988,"Atmospheric Sciences",106,513,NA,0.17124394184168
"2240",1988,"Earth Sciences",1267,3852,NA,0.247509279156085
"2241",1988,"Oceanography",77,252,NA,0.234042553191489
"2242",1988,"Mathematics and Statistics",9180,11735,NA,0.438919435811618
"2243",1988,"Computer Science",20050,36853,NA,0.352354005939933
"2244",1988,"Agricultural Sciences",5208,10299,NA,0.335848326562198
"2245",1988,"Biological Sciences",23330,23905,NA,0.493913411665079
"2246",1988,"Medical Sciences",14030,22140,NA,0.387890517003041
"2247",1988,"Other Life Sciences",93101,12358,NA,0.882817018936269
"2248",1988,"Psychology",39633,17901,NA,0.68886223798102
"2249",1988,"Economics",8809,19390,NA,0.31238696407674
"2250",1988,"Political Science and Public Administration",19631,26548,NA,0.425106650208969
"2251",1988,"Sociology",10018,4851,NA,0.673750756607707
"2252",1988,"Anthropology",2532,1599,NA,0.612926652142338
"2253",1988,"Linguistics",758,409,NA,0.649528706083976
"2254",1988,"Area and Ethnic Studies",2730,1998,NA,0.57741116751269
"2255",1988,"Other Social Sciences",7854,8350,NA,0.484695137003209
"2256",1988,"Science Technologies",429,642,NA,0.400560224089636
"2257",1988,"Engineering Technologies",9605,84637,NA,0.101918465227818
"2258",1988,"Health Technologies",53287,12492,NA,0.810091366545554
"2259",1988,"Other Science and Engineering Technologies",18,114,NA,0.136363636363636
"2260",1988,"Interdisciplinary or Other Sciences",3949,5406,NA,0.422127204703367
"2261",1988,"History",7944,13133,NA,0.376903733927978
"2262",1988,"English and Literature",29656,14851,NA,0.666322151571663
"2263",1988,"Foreign Languages",9472,4127,NA,0.696521803073755
"2264",1988,"Other Humanities",1522,3214,NA,0.321368243243243
"2265",1988,"Religion and Theology",5567,15136,NA,0.268898227310052
"2266",1988,"Arts and Music",34571,22329,NA,0.607574692442882
"2267",1988,"Architecture and Environmental Design",6715,7739,NA,0.464577279645773
"2268",1988,"Science Education",1343,1075,NA,0.555417700578991
"2269",1988,"Mathematics Education",1554,836,NA,0.65020920502092
"2270",1988,"Social Science Education",487,396,NA,0.551528878822197
"2271",1988,"Other Science/Technical Education",3099,4658,NA,0.399510119891711
"2272",1988,"Non-Science Education",137828,42073,NA,0.766132483977299
"2273",1988,"Business and Management",255358,232847,NA,0.523054864247601
"2274",1988,"Communication and Librarianship",34510,21874,NA,0.612053064699205
"2275",1988,"Law",15745,23243,NA,0.403842207858828
"2276",1988,"Social Service Professions",17944,3721,NA,0.828248326794369
"2277",1988,"Vocational Studies and Home Economics",34705,28467,NA,0.549373139998734
"2278",1988,"Other Non-sciences or Unknown Disciplines",115148,124157,NA,0.481176740979085
"2331",1989,"Aerospace Engineering",372,3593,NA,0.0938209331651955
"2332",1989,"Chemical Engineering",1494,4690,NA,0.241591203104787
"2333",1989,"Civil Engineering",1692,10327,NA,0.140777102920376
"2334",1989,"Electrical Engineering",4307,30241,NA,0.124667129790436
"2335",1989,"Mechanical Engineering",2050,17757,NA,0.103498763063563
"2336",1989,"Materials Engineering",492,1843,NA,0.210706638115632
"2337",1989,"Industrial Engineering",1649,4544,NA,0.266268367511707
"2338",1989,"Other Engineering",2033,11882,NA,0.146101329500539
"2339",1989,"Astronomy",68,275,NA,0.198250728862974
"2340",1989,"Chemistry",4675,8132,NA,0.365034746622941
"2341",1989,"Physics",1049,6237,NA,0.143974746088389
"2342",1989,"Other Physical Sciences",756,1212,NA,0.384146341463415
"2343",1989,"Atmospheric Sciences",91,517,NA,0.149671052631579
"2344",1989,"Earth Sciences",1221,3442,NA,0.261848595324898
"2345",1989,"Oceanography",103,242,NA,0.298550724637681
"2346",1989,"Mathematics and Statistics",8873,11529,NA,0.43490834231938
"2347",1989,"Computer Science",17818,33916,NA,0.344415664746588
"2348",1989,"Agricultural Sciences",4841,9360,NA,0.340891486515034
"2349",1989,"Biological Sciences",23042,23552,NA,0.494527192342362
"2350",1989,"Medical Sciences",14645,22273,NA,0.396689961536378
"2351",1989,"Other Life Sciences",91702,12416,NA,0.880750686720836
"2352",1989,"Psychology",43316,18863,NA,0.696633911770855
"2353",1989,"Economics",8989,19853,NA,0.311663546217322
"2354",1989,"Political Science and Public Administration",21798,28487,NA,0.433489112061251
"2355",1989,"Sociology",10991,5318,NA,0.673922374149243
"2356",1989,"Anthropology",2633,1636,NA,0.61677207776997
"2357",1989,"Linguistics",781,424,NA,0.648132780082988
"2358",1989,"Area and Ethnic Studies",3021,2276,NA,0.570322824240136
"2359",1989,"Other Social Sciences",8216,8574,NA,0.489338892197737
"2360",1989,"Science Technologies",435,701,NA,0.382922535211268
"2361",1989,"Engineering Technologies",9821,81162,NA,0.107943242144137
"2362",1989,"Health Technologies",54417,13237,NA,0.804342684837556
"2363",1989,"Other Science and Engineering Technologies",54,256,NA,0.174193548387097
"2364",1989,"Interdisciplinary or Other Sciences",4143,5199,NA,0.443481053307643
"2365",1989,"History",8755,14267,NA,0.380288419772392
"2366",1989,"English and Literature",32555,15982,NA,0.670725425963698
"2367",1989,"Foreign Languages",10280,4280,NA,0.706043956043956
"2368",1989,"Other Humanities",1738,3516,NA,0.330795584316711
"2369",1989,"Religion and Theology",5610,14575,NA,0.277929155313351
"2370",1989,"Arts and Music",34674,22631,NA,0.605078090917023
"2371",1989,"Architecture and Environmental Design",6985,8189,NA,0.460326874917622
"2372",1989,"Science Education",1427,1072,NA,0.571028411364546
"2373",1989,"Mathematics Education",1627,921,NA,0.638540031397174
"2374",1989,"Social Science Education",625,487,NA,0.56205035971223
"2375",1989,"Other Science/Technical Education",3332,4162,NA,0.444622364558313
"2376",1989,"Non-Science Education",147362,44044,NA,0.769892270879701
"2377",1989,"Business and Management",254373,232912,NA,0.522020993874221
"2378",1989,"Communication and Librarianship",36248,22480,NA,0.617218362620896
"2379",1989,"Law",16620,24233,NA,0.406824468215309
"2380",1989,"Social Service Professions",18923,3958,NA,0.827018049910406
"2381",1989,"Vocational Studies and Home Economics",35222,29331,NA,0.545629172927672
"2382",1989,"Other Non-sciences or Unknown Disciplines",123361,126135,NA,0.494440792637958
"2435",1990,"Aerospace Engineering",431,3861,NA,0.100419384902144
"2436",1990,"Chemical Engineering",1365,4322,NA,0.24002110075611
"2437",1990,"Civil Engineering",1858,10033,NA,0.156252628038012
"2438",1990,"Electrical Engineering",3998,28721,NA,0.122191998532963
"2439",1990,"Mechanical Engineering",2123,17169,NA,0.110045614762596
"2440",1990,"Materials Engineering",470,1943,NA,0.194778284293411
"2441",1990,"Industrial Engineering",1588,4502,NA,0.260755336617406
"2442",1990,"Other Engineering",2165,11779,NA,0.155263912794033
"2443",1990,"Astronomy",84,267,NA,0.239316239316239
"2444",1990,"Chemistry",4626,7773,NA,0.373094604403581
"2445",1990,"Physics",1113,6213,NA,0.151924651924652
"2446",1990,"Other Physical Sciences",770,1257,NA,0.379871731623088
"2447",1990,"Atmospheric Sciences",110,518,NA,0.17515923566879
"2448",1990,"Earth Sciences",1094,2992,NA,0.26774351443955
"2449",1990,"Oceanography",100,231,NA,0.302114803625378
"2450",1990,"Mathematics and Statistics",8786,11396,NA,0.435338420374591
"2451",1990,"Computer Science",18658,33195,NA,0.35982488959173
"2452",1990,"Agricultural Sciences",5252,10159,NA,0.340795535656349
"2453",1990,"Biological Sciences",24080,24021,NA,0.500613292862934
"2454",1990,"Medical Sciences",15490,21871,NA,0.414603463504724
"2455",1990,"Other Life Sciences",95214,13278,NA,0.877613095896472
"2456",1990,"Psychology",47816,20176,NA,0.703259206965525
"2457",1990,"Economics",8823,20524,NA,0.300644018127918
"2458",1990,"Political Science and Public Administration",23214,30276,NA,0.433987661245093
"2459",1990,"Sociology",12045,5888,NA,0.671666759605197
"2460",1990,"Anthropology",3045,1871,NA,0.619406021155411
"2461",1990,"Linguistics",863,450,NA,0.657273419649657
"2462",1990,"Area and Ethnic Studies",3442,2586,NA,0.57100199071002
"2463",1990,"Other Social Sciences",8908,9301,NA,0.489208633093525
"2464",1990,"Science Technologies",405,801,NA,0.335820895522388
"2465",1990,"Engineering Technologies",9523,78524,NA,0.10815814281009
"2466",1990,"Health Technologies",61166,14912,NA,0.803990641184048
"2467",1990,"Other Science and Engineering Technologies",30,241,NA,0.11070110701107
"2468",1990,"Interdisciplinary or Other Sciences",4401,5454,NA,0.446575342465753
"2469",1990,"History",9561,15930,NA,0.375073555372484
"2470",1990,"English and Literature",36009,17830,NA,0.668827429929976
"2471",1990,"Foreign Languages",10897,4478,NA,0.708747967479675
"2472",1990,"Other Humanities",1911,3808,NA,0.334149326805386
"2473",1990,"Religion and Theology",5795,14383,NA,0.287193973634652
"2474",1990,"Arts and Music",36602,23932,NA,0.604651931146133
"2475",1990,"Architecture and Environmental Design",7164,8319,NA,0.462701026932765
"2476",1990,"Science Education",1495,1136,NA,0.56822500950209
"2477",1990,"Mathematics Education",1699,954,NA,0.640407086317377
"2478",1990,"Social Science Education",621,505,NA,0.551509769094139
"2479",1990,"Other Science/Technical Education",3135,4225,NA,0.425951086956522
"2480",1990,"Non-Science Education",158079,46052,NA,0.774399772694985
"2481",1990,"Business and Management",257209,233683,NA,0.523962500916699
"2482",1990,"Communication and Librarianship",38309,23525,NA,0.619545880906944
"2483",1990,"Law",16967,23244,NA,0.421949217875706
"2484",1990,"Social Service Professions",20104,4125,NA,0.829749473771101
"2485",1990,"Vocational Studies and Home Economics",39312,31911,NA,0.551956530895918
"2486",1990,"Other Non-sciences or Unknown Disciplines",135277,135178,NA,0.500183024902479
"2539",1991,"Aerospace Engineering",418,3603,NA,0.103954240238747
"2540",1991,"Chemical Engineering",1419,4006,NA,0.261566820276498
"2541",1991,"Civil Engineering",1910,10335,NA,0.155982033483054
"2542",1991,"Electrical Engineering",3815,27403,NA,0.122205138061375
"2543",1991,"Mechanical Engineering",2018,16953,NA,0.106372884929629
"2544",1991,"Materials Engineering",513,1958,NA,0.207608255766896
"2545",1991,"Industrial Engineering",1568,4545,NA,0.256502535579912
"2546",1991,"Other Engineering",2178,11704,NA,0.15689381933439
"2547",1991,"Astronomy",72,262,NA,0.215568862275449
"2548",1991,"Chemistry",4687,7838,NA,0.374211576846307
"2549",1991,"Physics",1103,6177,NA,0.151510989010989
