"coverage","age","wage","cit","mar","educ","race"
"Coverage",81,0,"Citizen","Widowed","HS Degree","White"
"Coverage",49,23200,"Non-citizen","Married","HS Degree","White"
"Coverage",19,3000,"Citizen","Never Married","HS Degree","White"
"Coverage",74,0,"Citizen","Divorced","Less than HS","Black"
"Coverage",18,380,"Citizen","Never Married","Less than HS","White"
"Coverage",59,0,"Citizen","Married","HS Degree","White"
"Coverage",41,90000,"Citizen","Divorced","HS Degree","White"
"Coverage",45,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",27,7900,"Non-citizen","Never Married","HS Degree","White"
"Coverage",75,0,"Citizen","Married","Less than HS","White"
"Coverage",39,419000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",37,135000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",62,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",29,45000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",49,49000,"Citizen","Married","Graduate Degree","White"
"Coverage",33,31000,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",45,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",23,8000,"Citizen","Never Married","Graduate Degree","White"
"Coverage",80,13200,"Citizen","Married","HS Degree","White"
"Coverage",70,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",58,106000,"Citizen","Married","HS Degree","White"
"Coverage",49,0,"Citizen","Married","HS Degree","Black"
"Coverage",31,29000,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",18,0,"Citizen","Never Married","Less than HS","White"
"Coverage",45,109000,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",66,2000,"Citizen","Married","HS Degree","White"
"Coverage",19,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",33,0,"Citizen","Never Married","HS Degree","White"
"Coverage",40,233000,"Citizen","Married","Graduate Degree","White"
"Coverage",74,0,"Citizen","Married","Less than HS","White"
"Coverage",19,1000,"Citizen","Never Married","HS Degree","White"
"Coverage",45,125000,"Citizen","Married","Graduate Degree","Black"
"Coverage",19,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",68,950,"Citizen","Widowed","HS Degree","Black"
"Coverage",75,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",60,10000,"Citizen","Married","Graduate Degree","White"
"Coverage",29,60000,"Citizen","Never Married","Graduate Degree","Black"
"Coverage",56,0,"Citizen","Married","HS Degree","White"
"Coverage",19,5000,"Citizen","Never Married","HS Degree","White"
"Coverage",43,10800,"Non-citizen","Married","HS Degree","Black"
"Coverage",77,0,"Citizen","Married","HS Degree","White"
"Coverage",33,36000,"Citizen","Married","HS Degree","White"
"Coverage",51,0,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",58,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",24,28800,"Citizen","Married","HS Degree","White"
"Coverage",43,0,"Citizen","Married","HS Degree","White"
"Coverage",65,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",62,58000,"Citizen","Married","HS Degree","White"
"Coverage",48,46000,"Citizen","Never Married","HS Degree","White"
"Coverage",77,0,"Citizen","Married","Less than HS","Black"
"Coverage",18,6700,"Non-citizen","Never Married","Less than HS","Other"
"Coverage",42,122000,"Citizen","Married","Graduate Degree","White"
"Coverage",80,0,"Citizen","Separated","HS Degree","White"
"Coverage",39,75000,"Citizen","Married","HS Degree","White"
"Coverage",37,59000,"Citizen","Married","Graduate Degree","Black"
"Coverage",73,0,"Citizen","Divorced","HS Degree","White"
"Coverage",19,12500,"Citizen","Never Married","HS Degree","Black"
"Coverage",56,60000,"Citizen","Never Married","Graduate Degree","White"
"Coverage",23,500,"Citizen","Married","HS Degree","White"
"Coverage",57,0,"Citizen","Married","HS Degree","White"
"Coverage",16,400,"Citizen","Never Married","Less than HS","Two or More"
"Coverage",60,20000,"Citizen","Married","Graduate Degree","White"
"Coverage",57,0,"Citizen","Married","HS Degree","Black"
"Coverage",34,36000,"Citizen","Never Married","HS Degree","Black"
"Coverage",49,22900,"Non-citizen","Married","Less than HS","White"
"Coverage",23,20000,"Citizen","Never Married","HS Degree","Two or More"
"Coverage",21,2500,"Citizen","Never Married","HS Degree","Black"
"Coverage",54,1800,"Citizen","Married","HS Degree","Black"
"Coverage",55,50000,"Citizen","Separated","HS Degree","Black"
"Coverage",34,30000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",48,150000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",70,0,"Citizen","Divorced","HS Degree","White"
"Coverage",47,66000,"Citizen","Divorced","HS Degree","Two or More"
"Coverage",40,33000,"Citizen","Never Married","HS Degree","Black"
"Coverage",18,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",73,0,"Citizen","Married","Graduate Degree","White"
"Coverage",50,67000,"Citizen","Married","HS Degree","White"
"Coverage",44,30000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",44,43000,"Citizen","Divorced","HS Degree","Black"
"Coverage",28,29000,"Citizen","Never Married","HS Degree","Black"
"Coverage",52,50000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",56,0,"Citizen","Married","HS Degree","White"
"Coverage",92,0,"Citizen","Widowed","HS Degree","White"
"Coverage",33,0,"Citizen","Married","Graduate Degree","White"
"Coverage",29,0,"Citizen","Separated","HS Degree","Black"
"Coverage",53,13000,"Citizen","Divorced","HS Degree","Black"
"Coverage",68,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",52,29900,"Citizen","Married","Undergraduate Degree","White"
"Coverage",57,84000,"Citizen","Married","HS Degree","White"
"Coverage",30,36500,"Citizen","Divorced","Undergraduate Degree","Black"
"Coverage",40,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",31,0,"Citizen","Married","HS Degree","White"
"Coverage",45,70000,"Citizen","Married","HS Degree","White"
"Coverage",31,0,"Citizen","Married","HS Degree","White"
"Coverage",82,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",25,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",19,3000,"Citizen","Never Married","HS Degree","White"
"Coverage",28,0,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",62,0,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",48,0,"Citizen","Never Married","HS Degree","White"
"Coverage",33,48000,"Citizen","Married","HS Degree","White"
"Coverage",53,37000,"Citizen","Never Married","Less than HS","White"
"Coverage",64,0,"Citizen","Married","HS Degree","White"
"Coverage",42,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",65,5000,"Citizen","Married","HS Degree","White"
"Coverage",29,40000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",48,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",39,7500,"Citizen","Married","HS Degree","Black"
"Coverage",80,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",59,25000,"Citizen","Married","HS Degree","Black"
"Coverage",44,0,"Citizen","Separated","HS Degree","White"
"Coverage",72,49000,"Citizen","Divorced","Less than HS","Other"
"Coverage",67,60000,"Citizen","Widowed","HS Degree","Black"
"Coverage",41,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",49,0,"Citizen","Married","HS Degree","White"
"Coverage",84,0,"Citizen","Widowed","HS Degree","White"
"Coverage",59,25600,"Citizen","Divorced","HS Degree","Black"
"Coverage",52,0,"Citizen","Married","HS Degree","White"
"Coverage",17,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",86,0,"Citizen","Married","HS Degree","White"
"Coverage",85,0,"Citizen","Divorced","HS Degree","White"
"Coverage",30,104000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",43,32300,"Citizen","Married","HS Degree","White"
"Coverage",19,12500,"Citizen","Never Married","HS Degree","White"
"Coverage",40,130000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",66,0,"Citizen","Married","HS Degree","Black"
"Coverage",68,0,"Citizen","Married","Less than HS","White"
"Coverage",40,179000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",54,0,"Citizen","Married","Graduate Degree","White"
"Coverage",18,2000,"Citizen","Never Married","Less than HS","White"
"Coverage",58,65000,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",17,0,"Non-citizen","Never Married","Less than HS","White"
"Coverage",55,0,"Citizen","Married","HS Degree","White"
"Coverage",55,144000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",35,0,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",18,0,"Citizen","Never Married","HS Degree","White"
"Coverage",58,0,"Citizen","Married","HS Degree","White"
"Coverage",24,15000,"Citizen","Never Married","Less than HS","Black"
"Coverage",36,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",34,75000,"Citizen","Married","HS Degree","White"
"Coverage",47,48000,"Non-citizen","Married","HS Degree","Black"
"Coverage",38,45000,"Citizen","Married","Graduate Degree","White"
"Coverage",53,0,"Citizen","Divorced","Less than HS","Black"
"Coverage",42,419000,"Citizen","Married","Graduate Degree","Asian"
"Coverage",44,0,"Citizen","Married","HS Degree","Black"
"Coverage",51,0,"Citizen","Married","Graduate Degree","Black"
"Coverage",58,75000,"Citizen","Married","Graduate Degree","Black"
"Coverage",72,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",64,15500,"Citizen","Separated","HS Degree","Black"
"Coverage",62,80000,"Citizen","Married","HS Degree","White"
"Coverage",53,30000,"Citizen","Married","Less than HS","White"
"Coverage",62,75000,"Citizen","Married","HS Degree","White"
"Coverage",21,16000,"Citizen","Never Married","HS Degree","Black"
"Coverage",69,0,"Citizen","Divorced","HS Degree","White"
"Coverage",53,44300,"Citizen","Divorced","HS Degree","White"
"Coverage",62,0,"Citizen","Separated","Less than HS","White"
"Coverage",49,33000,"Citizen","Never Married","HS Degree","Black"
"Coverage",49,0,"Citizen","Married","Less than HS","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"Coverage",85,0,"Citizen","Widowed","HS Degree","White"
"Coverage",20,1000,"Citizen","Never Married","HS Degree","White"
"Coverage",66,0,"Citizen","Married","HS Degree","White"
"Coverage",58,116000,"Citizen","Married","Graduate Degree","White"
"Coverage",62,103000,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",30,20000,"Citizen","Never Married","HS Degree","White"
"Coverage",74,0,"Citizen","Widowed","HS Degree","Black"
"Coverage",62,18000,"Citizen","Married","HS Degree","Black"
"Coverage",83,0,"Citizen","Widowed","Less than HS","White"
"Coverage",80,0,"Citizen","Widowed","HS Degree","White"
"Coverage",57,12000,"Citizen","Married","HS Degree","White"
"Coverage",49,61000,"Citizen","Divorced","Undergraduate Degree","Black"
"Coverage",17,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",34,110000,"Citizen","Never Married","Graduate Degree","White"
"Coverage",53,0,"Citizen","Married","HS Degree","White"
"Coverage",22,10800,"Citizen","Never Married","HS Degree","White"
"Coverage",33,100000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",43,45000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",66,0,"Citizen","Married","HS Degree","Black"
"Coverage",63,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",44,65000,"Citizen","Married","HS Degree","White"
"Coverage",18,0,"Citizen","Never Married","HS Degree","White"
"Coverage",45,50000,"Citizen","Married","HS Degree","White"
"Coverage",72,0,"Citizen","Married","HS Degree","White"
"Coverage",59,110000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",47,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",44,419000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",58,65000,"Citizen","Married","HS Degree","Black"
"Coverage",21,500,"Citizen","Never Married","HS Degree","White"
"Coverage",31,80000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",76,8000,"Non-citizen","Married","Graduate Degree","White"
"Coverage",29,15000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",48,2000,"Citizen","Married","Graduate Degree","Asian"
"Coverage",53,45000,"Citizen","Married","HS Degree","White"
"Coverage",21,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",70,0,"Citizen","Divorced","HS Degree","White"
"Coverage",19,20000,"Citizen","Never Married","HS Degree","White"
"Coverage",25,12000,"Citizen","Never Married","HS Degree","Black"
"Coverage",33,40000,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",56,85000,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",49,0,"Citizen","Separated","HS Degree","Black"
"Coverage",19,0,"Non-citizen","Never Married","HS Degree","Asian"
"Coverage",39,0,"Citizen","Married","HS Degree","Black"
"Coverage",68,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",24,38000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",24,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",46,130000,"Citizen","Married","HS Degree","White"
"Coverage",31,5000,"Citizen","Never Married","HS Degree","Black"
"Coverage",20,800,"Citizen","Never Married","HS Degree","White"
"Coverage",47,55000,"Citizen","Married","HS Degree","White"
"Coverage",49,22700,"Citizen","Married","HS Degree","White"
"Coverage",65,0,"Citizen","Married","HS Degree","White"
"Coverage",43,0,"Citizen","Married","Less than HS","White"
"Coverage",45,28500,"Citizen","Never Married","HS Degree","White"
"Coverage",53,0,"Citizen","Married","HS Degree","White"
"Coverage",33,50000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",42,0,"Citizen","Never Married","HS Degree","White"
"Coverage",74,0,"Citizen","Married","HS Degree","White"
"Coverage",62,45000,"Citizen","Married","Less than HS","Asian"
"Coverage",68,160000,"Citizen","Married","Graduate Degree","White"
"Coverage",75,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",60,0,"Citizen","Married","HS Degree","White"
"Coverage",83,0,"Citizen","Widowed","Less than HS","Black"
"Coverage",53,0,"Citizen","Married","Less than HS","White"
"Coverage",55,50000,"Citizen","Married","Less than HS","White"
"Coverage",63,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",65,25000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",19,8000,"Citizen","Never Married","HS Degree","White"
"Coverage",20,21000,"Citizen","Never Married","HS Degree","Black"
"Coverage",21,20000,"Citizen","Never Married","HS Degree","Black"
"Coverage",41,0,"Citizen","Married","Graduate Degree","White"
"Coverage",84,0,"Citizen","Never Married","Graduate Degree","White"
"Coverage",19,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",18,200,"Citizen","Never Married","HS Degree","White"
"Coverage",73,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",20,0,"Citizen","Never Married","HS Degree","White"
"Coverage",21,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",50,0,"Citizen","Married","Graduate Degree","White"
"Coverage",29,25000,"Citizen","Married","HS Degree","Black"
"Coverage",20,1300,"Citizen","Never Married","HS Degree","Black"
"Coverage",45,4000,"Citizen","Married","HS Degree","White"
"Coverage",62,0,"Citizen","Married","HS Degree","White"
"Coverage",41,165000,"Citizen","Married","Graduate Degree","White"
"Coverage",53,55000,"Citizen","Divorced","Less than HS","White"
"Coverage",42,2000,"Citizen","Married","HS Degree","White"
"Coverage",61,60000,"Citizen","Married","HS Degree","Black"
"Coverage",18,0,"Citizen","Never Married","HS Degree","White"
"Coverage",77,0,"Citizen","Married","HS Degree","White"
"Coverage",45,11900,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",46,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",63,50000,"Citizen","Married","Graduate Degree","White"
"Coverage",62,108000,"Citizen","Married","HS Degree","White"
"Coverage",56,20000,"Citizen","Married","Less than HS","White"
"Coverage",37,0,"Citizen","Married","HS Degree","White"
"Coverage",20,0,"Citizen","Never Married","HS Degree","White"
"Coverage",66,6500,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",77,0,"Citizen","Married","Less than HS","Black"
"Coverage",68,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",64,12000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",42,95000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",50,40000,"Citizen","Married","HS Degree","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"Coverage",43,10000,"Citizen","Divorced","HS Degree","Black"
"Coverage",56,0,"Citizen","Separated","HS Degree","Black"
"Coverage",28,40000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",70,0,"Citizen","Married","HS Degree","White"
"Coverage",63,0,"Citizen","Married","Graduate Degree","White"
"Coverage",30,3600,"Citizen","Never Married","Less than HS","White"
"Coverage",46,90000,"Citizen","Married","HS Degree","White"
"Coverage",52,0,"Citizen","Never Married","HS Degree","Black"
"Coverage",17,0,"Citizen","Never Married","Less than HS","White"
"Coverage",71,0,"Non-citizen","Married","Less than HS","Asian"
"Coverage",31,15000,"Citizen","Married","HS Degree","White"
"Coverage",66,40000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",52,41000,"Citizen","Divorced","HS Degree","Black"
"Coverage",42,225000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",36,48000,"Citizen","Divorced","HS Degree","Black"
"Coverage",19,0,"Citizen","Married","HS Degree","White"
"Coverage",54,50000,"Citizen","Married","HS Degree","White"
"Coverage",46,51000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",40,0,"Citizen","Married","HS Degree","White"
"Coverage",32,22000,"Citizen","Married","HS Degree","Black"
"Coverage",57,0,"Citizen","Married","HS Degree","White"
"Coverage",52,0,"Citizen","Never Married","HS Degree","White"
"Coverage",62,0,"Citizen","Married","HS Degree","White"
"Coverage",92,0,"Citizen","Widowed","Undergraduate Degree","White"
"Coverage",46,0,"Citizen","Married","HS Degree","White"
"Coverage",27,45000,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",19,20000,"Citizen","Never Married","HS Degree","White"
"Coverage",47,31700,"Citizen","Married","HS Degree","White"
"Coverage",17,0,"Citizen","Never Married","Less than HS","Asian"
"Coverage",54,58000,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",36,100000,"Non-citizen","Married","Graduate Degree","Asian"
"Coverage",37,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",73,8500,"Citizen","Married","Less than HS","White"
"Coverage",47,130000,"Non-citizen","Married","Graduate Degree","Asian"
"Coverage",48,138000,"Citizen","Separated","Undergraduate Degree","Black"
"Coverage",37,110000,"Citizen","Married","Graduate Degree","Black"
"Coverage",82,0,"Citizen","Widowed","HS Degree","White"
"Coverage",59,50000,"Citizen","Married","Graduate Degree","White"
"Coverage",48,0,"Citizen","Married","HS Degree","White"
"Coverage",59,48000,"Citizen","Divorced","HS Degree","White"
"Coverage",64,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",21,3500,"Citizen","Never Married","HS Degree","White"
"Coverage",66,0,"Citizen","Married","Graduate Degree","White"
"Coverage",24,0,"Citizen","Never Married","HS Degree","White"
"Coverage",58,59000,"Citizen","Married","HS Degree","White"
"Coverage",70,0,"Citizen","Married","HS Degree","Black"
"Coverage",70,0,"Citizen","Widowed","Undergraduate Degree","White"
"Coverage",64,75000,"Citizen","Married","HS Degree","White"
"Coverage",33,70000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",53,3200,"Citizen","Married","HS Degree","Two or More"
"Coverage",46,34000,"Citizen","Separated","HS Degree","White"
"Coverage",26,82000,"Citizen","Divorced","Undergraduate Degree","White"
"Coverage",48,10000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",18,0,"Citizen","Never Married","Less than HS","Black"
"Coverage",48,3300,"Citizen","Married","Undergraduate Degree","White"
"Coverage",28,890,"Citizen","Married","Graduate Degree","White"
"Coverage",48,30300,"Citizen","Married","Graduate Degree","White"
"Coverage",48,32200,"Citizen","Divorced","Graduate Degree","Black"
"Coverage",62,0,"Citizen","Married","Less than HS","White"
"Coverage",26,29000,"Citizen","Married","HS Degree","White"
"Coverage",16,0,"Citizen","Never Married","Less than HS","White"
"Coverage",23,7200,"Citizen","Never Married","HS Degree","Black"
"Coverage",30,25000,"Citizen","Never Married","HS Degree","Two or More"
"Coverage",43,110000,"Non-citizen","Married","Graduate Degree","White"
"Coverage",21,0,"Citizen","Never Married","HS Degree","White"
"Coverage",84,0,"Citizen","Widowed","Undergraduate Degree","White"
"Coverage",72,15000,"Citizen","Divorced","HS Degree","White"
"Coverage",43,46000,"Citizen","Never Married","HS Degree","Black"
"Coverage",55,30000,"Citizen","Married","HS Degree","White"
"Coverage",34,20000,"Non-citizen","Married","HS Degree","Asian"
"Coverage",52,113000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",34,63000,"Citizen","Married","HS Degree","White"
"Coverage",44,5400,"Citizen","Married","Undergraduate Degree","White"
"Coverage",29,7000,"Citizen","Never Married","HS Degree","Black"
"Coverage",22,35000,"Citizen","Married","HS Degree","Black"
"Coverage",39,32000,"Citizen","Never Married","HS Degree","Black"
"Coverage",69,0,"Citizen","Married","HS Degree","White"
"Coverage",35,1400,"Citizen","Married","HS Degree","White"
"Coverage",18,10,"Citizen","Never Married","HS Degree","Black"
"Coverage",25,60000,"Citizen","Never Married","Undergraduate Degree","Asian"
"Coverage",21,18000,"Citizen","Never Married","HS Degree","Two or More"
"Coverage",50,52000,"Citizen","Married","HS Degree","White"
"Coverage",57,37000,"Citizen","Divorced","HS Degree","White"
"Coverage",59,0,"Citizen","Married","HS Degree","Black"
"Coverage",40,6500,"Citizen","Never Married","HS Degree","White"
"Coverage",36,25000,"Non-citizen","Married","Graduate Degree","White"
"Coverage",33,2500,"Citizen","Never Married","HS Degree","Black"
"Coverage",50,30000,"Citizen","Married","HS Degree","Black"
"Coverage",45,0,"Non-citizen","Divorced","Less than HS","Asian"
"Coverage",48,165000,"Citizen","Married","HS Degree","Black"
"Coverage",27,19600,"Citizen","Never Married","HS Degree","White"
"Coverage",33,21000,"Citizen","Married","HS Degree","Black"
"Coverage",72,0,"Citizen","Divorced","Less than HS","White"
"Coverage",47,150000,"Citizen","Never Married","HS Degree","White"
"Coverage",52,48000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",87,0,"Citizen","Widowed","Graduate Degree","White"
"Coverage",39,54000,"Citizen","Divorced","HS Degree","Black"
"Coverage",46,52000,"Citizen","Married","HS Degree","White"
"Coverage",51,419000,"Citizen","Married","Graduate Degree","White"
"Coverage",71,0,"Citizen","Divorced","HS Degree","White"
"Coverage",37,72000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",58,105000,"Citizen","Married","HS Degree","White"
"Coverage",27,3000,"Citizen","Never Married","Graduate Degree","White"
"Coverage",81,0,"Citizen","Married","HS Degree","White"
"Coverage",23,4400,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",58,60000,"Citizen","Married","Graduate Degree","White"
"Coverage",34,88000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",65,0,"Citizen","Married","HS Degree","White"
"Coverage",73,0,"Citizen","Married","HS Degree","White"
"Coverage",43,53000,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",55,65000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",25,30000,"Citizen","Never Married","HS Degree","White"
"Coverage",52,10000,"Citizen","Married","HS Degree","Black"
"Coverage",57,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",54,0,"Citizen","Married","HS Degree","White"
"Coverage",28,19200,"Citizen","Never Married","Graduate Degree","Black"
"Coverage",50,74000,"Citizen","Divorced","HS Degree","White"
"Coverage",43,75000,"Citizen","Married","HS Degree","White"
"Coverage",55,117000,"Citizen","Never Married","Undergraduate Degree","Black"
"Coverage",73,0,"Citizen","Widowed","HS Degree","White"
"Coverage",72,4200,"Citizen","Married","HS Degree","White"
"Coverage",46,20000,"Citizen","Never Married","HS Degree","Black"
"Coverage",23,400,"Citizen","Never Married","HS Degree","White"
"Coverage",28,0,"Citizen","Never Married","HS Degree","White"
"Coverage",47,85000,"Non-citizen","Married","Undergraduate Degree","Asian"
"Coverage",85,0,"Citizen","Married","HS Degree","White"
"Coverage",17,1000,"Citizen","Never Married","Less than HS","White"
"Coverage",70,0,"Citizen","Widowed","Less than HS","Black"
"Coverage",54,49000,"Citizen","Divorced","HS Degree","Black"
"Coverage",74,0,"Citizen","Married","HS Degree","White"
"Coverage",66,0,"Citizen","Married","HS Degree","White"
"Coverage",82,0,"Citizen","Widowed","Less than HS","Black"
"Coverage",47,100000,"Citizen","Married","HS Degree","White"
"Coverage",74,0,"Citizen","Widowed","HS Degree","White"
"Coverage",92,0,"Citizen","Divorced","Less than HS","White"
"Coverage",76,0,"Citizen","Widowed","HS Degree","White"
"Coverage",60,58000,"Citizen","Married","HS Degree","White"
"Coverage",42,194000,"Citizen","Married","HS Degree","White"
"Coverage",51,419000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",67,0,"Citizen","Married","Less than HS","White"
"Coverage",67,0,"Citizen","Married","HS Degree","White"
"Coverage",25,24000,"Citizen","Never Married","HS Degree","Black"
"Coverage",36,0,"Citizen","Never Married","HS Degree","White"
"Coverage",44,40000,"Citizen","Married","Undergraduate Degree","Black"
"Coverage",47,14400,"Citizen","Married","HS Degree","White"
"Coverage",92,0,"Citizen","Widowed","Less than HS","White"
"Coverage",69,24000,"Citizen","Married","HS Degree","White"
"Coverage",83,0,"Citizen","Widowed","HS Degree","White"
"Coverage",74,9000,"Citizen","Widowed","Less than HS","Black"
"Coverage",22,0,"Citizen","Never Married","HS Degree","White"
"Coverage",42,0,"Citizen","Separated","HS Degree","White"
"Coverage",58,50000,"Citizen","Married","Less than HS","White"
"Coverage",52,11000,"Citizen","Divorced","HS Degree","White"
"Coverage",23,20000,"Citizen","Never Married","HS Degree","Black"
"Coverage",30,0,"Citizen","Never Married","Less than HS","White"
"Coverage",42,45000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",57,165000,"Citizen","Married","Graduate Degree","White"
"Coverage",75,0,"Citizen","Married","Undergraduate Degree","White"
"Coverage",43,52000,"Citizen","Divorced","Graduate Degree","White"
"Coverage",53,4200,"Citizen","Divorced","HS Degree","Black"
"Coverage",44,120000,"Citizen","Never Married","Graduate Degree","Black"
"Coverage",50,8000,"Citizen","Separated","HS Degree","Black"
"Coverage",60,0,"Citizen","Widowed","Less than HS","White"
"Coverage",62,22000,"Non-citizen","Married","HS Degree","White"
"Coverage",54,0,"Citizen","Divorced","Less than HS","White"
"Coverage",45,0,"Citizen","Married","HS Degree","White"
"Coverage",64,0,"Citizen","Married","HS Degree","Black"
"Coverage",26,14000,"Citizen","Never Married","HS Degree","Black"
"Coverage",51,120000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",82,0,"Citizen","Widowed","Less than HS","Black"
"Coverage",43,28000,"Citizen","Married","Graduate Degree","White"
"Coverage",64,0,"Citizen","Married","HS Degree","White"
"Coverage",24,20000,"Citizen","Married","HS Degree","White"
"Coverage",79,0,"Citizen","Widowed","HS Degree","White"
"Coverage",72,0,"Citizen","Married","HS Degree","White"
"Coverage",54,76000,"Citizen","Married","HS Degree","White"
"Coverage",54,0,"Citizen","Divorced","HS Degree","Black"
"Coverage",77,0,"Citizen","Divorced","Graduate Degree","White"
"Coverage",47,76000,"Citizen","Married","HS Degree","Black"
"Coverage",60,6000,"Citizen","Married","HS Degree","Black"
"Coverage",24,12000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",55,85000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",40,419000,"Citizen","Never Married","Undergraduate Degree","White"
"Coverage",67,151000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",19,3500,"Citizen","Never Married","HS Degree","White"
"Coverage",59,180000,"Citizen","Married","Undergraduate Degree","White"
"Coverage",47,30000,"Citizen","Married","HS Degree","Asian"
"Coverage",73,0,"Citizen","Married","HS Degree","White"
